	N120	N123	N124	N126	N130	N131	N138	N140	N144	N146	N148	N149	N150	N151	N152	N153	N155	N158	N160	N163	N164	N165	N166	N169	N171	N172	N176	N178	N179	N182	N185	N186	N187	N188	N189	N192	N193	N195	N197	N198	N199	N200	N202	N203	N205	N210	N212	N214	N215	N216	N217	N221	N222	N224	N226	N228	N229	N232	N233	N234	N235	N238	N240	N243	N245	N246	N247	N248	N250	N254	N255	N256	N259	N261	N265	N267	N268	N269	N270	N153A
TXNDC5	3.651883173	1.500718426	1.440007227	3.525318688	1.859810672	3.672036476	4.747503348	0.956090593	4.533404707	4.100683971	5.062611435	5.197078377	5.422903173	4.248239649	3.319871684	4.673925735	2.320791268	5.154313173	3.131245254	3.610349203	1.615820323	2.016604707	4.016746346	6.65964619	3.386213173	1.718734571	4.533388852	4.666911188	3.004223173	4.609111268	2.356728688	5.035502824	1.370446266	5.201971733	4.357216999	3.444341268	2.36041	4.06867	1.041844707	2.103488767	5.01067907	5.202713689	1.770483348	5.727377338	1.870029879	0.475558767	4.949543173	4.999434185	5.121658095	5.218263349	5.103179649	4.976629879	4.906196472	5.744421268	5.032845195	4.564298095	2.775656758	5.791987499	4.037541631	4.874645735	3.98106	2.276246187	4.843948095	3.45317	1.999106476	1.332966176	1.61869	3.287069879	4.211276472	0.63287907	4.370096266	3.065258095	0.0	3.694044234	4.27425314	5.407703971	0.817722824	3.12389	4.34126907	3.54629
PPP1R2	4.553733173	2.992058426	2.126917227	3.799738688	2.425320672	6.387586476	4.433743348	3.590150593	4.620124707	4.078323971	5.578461435	6.766978377	7.312893173	5.723119649	5.396201684	4.801975735	3.930131268	6.035893173	5.978605254	3.328859203	4.367400323	4.617644707	5.064026346	8.54053619	5.108743173	3.713244571	5.219318852	4.198531188	2.939973173	4.063541268	2.367798688	5.577712824	3.788636266	5.623851733	3.474306999	4.982491268	3.73094	4.0633	4.236674707	4.016338767	4.79148907	5.365953689	1.940633348	5.660187338	3.366479879	2.836758767	4.586973173	6.336214185	5.344428095	5.186073349	6.598499649	6.560829879	6.272466472	5.450651268	5.567975195	5.177908095	4.893426758	5.853277499	4.286461631	5.164295735	4.34831	3.457386187	5.809168095	3.97845	3.745376476	3.607246176	3.53498	5.196259879	4.349486472	3.37298907	4.595576266	5.409788095	2.1292	5.626994234	4.84726314	5.786603971	2.318222824	4.9118	6.41962907	2.20926
DPP7	0.889623173	0.969738426	0.0	1.271858688	0.237500672	3.047796476	1.632553348	1.299750593	1.751024707	0.446473971	2.375241435	2.386028377	2.709383173	1.903179649	2.735831684	1.629565735	0.953581268	1.603563173	1.507535254	1.411499203	1.433960323	1.175344707	1.698896346	5.71634619	1.965233173	0.340254571	2.254948852	1.981071188	0.945883173	0.962161268	1.347748688	2.321162824	1.245666266	1.174971733	1.153786999	2.349401268	0.61455	0.23974	2.021124707	0.677908767	1.71227907	2.902853689	0.810563348	2.723697338	1.110119879	1.188078767	2.566943173	2.822164185	1.578128095	2.174823349	2.863079649	3.076509879	3.001066472	3.059311268	1.017435195	1.599148095	1.441796758	3.494097499	1.728911631	1.773705735	1.1896	1.452056187	2.245188095	0.73773	1.681176476	1.109616176	0.9824	1.585529879	1.160756472	1.31847907	1.592956266	2.262108095	0.68276	1.705344234	1.02161314	2.368873971	1.034582824	1.02492	2.27770907	0.26903
ADGRE2	2.932133173	2.065338426	2.455837227	2.589528688	2.539370672	3.056576476	3.220013348	2.937670593	3.301594707	2.432983971	3.807841435	4.447948377	4.533183173	3.417709649	3.265851684	3.648235735	2.772541268	3.888083173	3.374615254	2.849639203	2.953680323	3.728534707	2.771296346	6.67551619	2.876023173	2.461544571	3.703128852	4.033411188	2.177713173	3.759221268	2.887378688	4.122172824	2.681006266	4.372611733	2.840106999	3.760271268	2.20427	3.39164	1.907074707	2.528088767	3.54360907	4.218083689	1.987733348	3.524117338	2.756569879	2.054268767	3.760153173	4.083164185	4.623038095	4.203773349	4.431439649	3.894619879	3.851196472	4.605471268	4.293555195	3.315148095	3.224626758	3.704017499	3.955331631	4.123905735	2.73794	3.317266187	3.262868095	2.69259	3.607936476	2.847696176	2.32143	3.799329879	3.762676472	3.35945907	3.515706266	3.006928095	2.37724	2.618534234	4.04620314	4.117563971	1.528072824	3.38036	3.58223907	2.57968
ENPP7	0.771463173	-0.210431574	0.130597227	0.019468688	0.331180672	0.160166476	0.299723348	0.253970593	0.385974707	0.808003971	0.695741435	1.159998377	2.016213173	0.794029649	-0.230668316	1.368265735	1.199121268	0.936303173	0.718925254	0.162319203	0.109170323	0.467684707	1.431706346	4.66829619	1.052593173	0.355374571	1.225768852	1.869001188	0.611933173	1.729931268	0.101668688	0.791582824	1.079096266	0.900541733	0.911256999	0.206871268	0.34465	0.45903	0.427744707	0.851908767	1.27288907	1.526773689	0.574173348	1.407957338	0.736809879	0.620088767	0.838363173	0.406114185	1.041388095	0.849703349	1.083599649	1.626139879	1.335366472	2.282081268	1.108375195	0.788438095	0.459096758	0.655397499	1.071921631	1.287295735	0.40033	0.654976187	0.554608095	0.28133	0.100896476	-0.089873824	0.66788	0.958049879	1.151036472	0.77324907	1.192966266	0.672548095	0.32887	0.458794234	1.22125314	1.943943971	0.718972824	0.28125	0.60660907	0.27895
MCFD2	2.809563173	2.259998426	1.849317227	2.734118688	1.823110672	3.171006476	3.097123348	2.139580593	3.077084707	2.280043971	3.955871435	3.598978377	4.309683173	2.632839649	3.585621684	3.196135735	2.136831268	4.038213173	3.292145254	2.803499203	2.895520323	3.127164707	2.349736346	7.08244619	2.539323173	1.543694571	2.477758852	3.649931188	2.161383173	3.269421268	2.676858688	3.918892824	1.892866266	4.030941733	2.669446999	3.544941268	2.10011	2.85726	2.595134707	2.597268767	3.11685907	3.616953689	1.529733348	3.375987338	1.898059879	1.648348767	3.622143173	4.179594185	4.001508095	3.987713349	3.880929649	4.072179879	3.364766472	4.249891268	3.105785195	3.164208095	2.797566758	3.897297499	3.495791631	3.747015735	2.54652	3.018996187	3.811518095	2.41778	3.351416476	2.968836176	2.36929	3.116639879	2.865666472	2.17369907	2.632546266	3.062618095	1.82807	2.971214234	3.11913314	3.784763971	1.377742824	2.79347	3.64972907	2.17355
REG4	4.958763173	3.246618426	1.420957227	5.634858688	2.768910672	4.601866476	3.709623348	2.858930593	4.050914707	4.305313971	4.758021435	5.312608377	7.453123173	5.779589649	4.130571684	3.767115735	4.749011268	3.361643173	4.710855254	2.592669203	4.172350323	4.110904707	6.884736346	7.43583619	3.467063173	4.468654571	2.834798852	4.223961188	4.317543173	5.152231268	1.615628688	3.497432824	6.375656266	6.468221733	5.158486999	4.317181268	4.42647	4.38676	3.172444707	6.852308767	5.42093907	4.637973689	3.834483348	4.782107338	3.885419879	4.545708767	5.428003173	5.430964185	6.948348095	4.924443349	6.844849649	4.328959879	6.499096472	4.154851268	5.105415195	4.404848095	5.407836758	4.703227499	5.554031631	4.798015735	6.83175	1.408416187	5.699598095	3.01495	3.164996476	1.992246176	2.37207	2.634749879	3.231606472	0.96356907	3.508386266	4.836138095	3.895	3.390994234	4.96229314	6.699393971	3.431742824	4.69408	6.07493907	3.76632
SUMF2	5.417303173	4.771178426	3.248677227	5.137698688	4.679410672	6.549106476	6.002123348	5.531060593	5.826424707	4.743393971	6.957161435	7.075578377	7.574883173	6.009439649	6.409591684	5.866125735	3.352591268	6.965293173	6.738095254	4.911099203	5.605100323	5.970604707	5.102906346	10.06945619	5.915393173	3.363664571	5.437188852	5.429941188	5.053413173	5.217091268	4.633528688	6.712022824	5.340926266	6.712771733	5.438206999	6.471981268	5.17224	5.77838	5.567794707	5.345768767	6.13354907	6.921183689	4.350583348	6.995397338	4.504869879	4.313148767	6.787963173	6.993244185	6.727858095	6.610763349	6.819439649	7.067819879	7.201756472	5.963781268	5.264165195	6.011818095	6.059336758	6.716597499	5.582761631	6.359325735	5.34308	5.373826187	6.936468095	5.18696	5.741756476	5.149486176	4.90621	5.728819879	4.517816472	4.84212907	5.217336266	6.398308095	2.89242	6.062354234	5.45267314	7.068843971	4.623812824	5.75982	6.63168907	4.64408
CANT1	0.746033173	0.052178426	0.020837227	0.202118688	0.884670672	0.883546476	0.783003348	0.365770593	1.014414707	0.679993971	1.823531435	1.351988377	2.399053173	0.651999649	0.328841684	1.761825735	1.251391268	2.218463173	0.858685254	0.856079203	0.703470323	0.454994707	1.432696346	4.66280619	0.863703173	0.311174571	1.568078852	1.937791188	0.521293173	1.404661268	0.574438688	1.547622824	0.921916266	1.410991733	0.924066999	0.490841268	0.21736	1.12272	0.403394707	0.427748767	1.67950907	1.892833689	0.658863348	1.844057338	0.736129879	0.378478767	1.252263173	1.096674185	1.764558095	1.448633349	1.214529649	1.476269879	1.447106472	2.629421268	1.054055195	0.745228095	0.891016758	1.175487499	1.227191631	1.725865735	0.70063	1.036766187	0.890718095	0.43657	0.283056476	0.094656176	0.50243	1.123829879	1.242946472	0.77355907	1.175066266	0.724598095	0.58771	0.855234234	0.89332314	1.881073971	0.665512824	0.52114	1.03118907	0.66371
GAL	0.949753173	1.007958426	-0.067422773	2.040648688	0.871350672	0.690656476	1.686293348	3.445510593	1.283514707	0.420073971	2.298701435	1.078728377	3.073783173	0.0	1.236471684	2.377485735	1.592541268	0.949183173	0.911735254	5.576189203	3.550790323	1.298404707	1.420106346	5.23323619	1.413673173	1.474744571	1.540208852	2.204081188	0.0	1.591281268	0.307168688	1.410012824	0.720056266	1.511841733	1.875846999	0.922371268	0.12016	1.53499	0.374964707	0.664738767	1.16599907	3.073193689	0.0	1.503187338	0.812009879	0.497138767	0.727223173	2.030074185	3.365988095	1.203973349	2.751419649	2.825279879	1.166596472	6.547541268	1.900395195	0.440788095	0.368656758	3.343657499	2.123841631	2.797665735	0.50202	1.765296187	2.467268095	0.07913	2.564176476	2.060266176	0.26619	1.910299879	1.001406472	3.68325907	3.208736266	3.648468095	1.40972	0.499554234	1.66616314	1.870633971	0.525602824	1.31543	1.79655907	1.89625
TYRO3	0.830243173	-0.132131574	-0.119692773	0.0	0.075340672	0.196706476	0.128143348	-0.182519407	0.122534707	0.658773971	0.397081435	0.984028377	1.758403173	0.612639649	-0.152298316	1.184755735	1.289031268	0.917653173	0.773205254	0.012259203	0.142160323	0.149594707	1.115816346	0.0	0.686563173	0.388994571	1.155048852	1.858321188	0.720753173	1.462411268	0.0	0.830202824	0.963876266	0.806891733	0.582576999	0.006901268	0.10983	0.28506	0.217694707	0.643268767	1.11528907	1.370653689	0.164503348	1.438497338	0.0	0.474078767	0.676703173	0.524064185	0.940988095	1.047083349	1.061829649	1.378489879	1.393576472	2.272611268	0.988505195	0.503628095	0.390386758	0.420607499	0.892091631	1.113385735	0.0625	0.369236187	0.488458095	0.33715	0.016196476	0.0	0.35351	0.691409879	1.170166472	0.81250907	1.033826266	0.735588095	0.12145	0.172554234	0.92290314	1.651063971	0.543262824	0.43124	0.72918907	0.4084
CRKL	1.279593173	1.287528426	0.319427227	1.469558688	1.408070672	3.041256476	1.874503348	1.778530593	2.123704707	1.375563971	3.758281435	3.474098377	3.781583173	2.731429649	2.862781684	2.368555735	1.081181268	3.597403173	2.736355254	1.774759203	1.753470323	1.740464707	1.249686346	5.55040619	1.733583173	0.0	2.187538852	1.484081188	0.981663173	1.955811268	1.098628688	3.131632824	1.303606266	3.054891733	1.055376999	3.526621268	1.19953	1.76735	1.570104707	1.050878767	2.30583907	2.954053689	0.664023348	3.283647338	0.724719879	0.391908767	2.679233173	3.611364185	2.901848095	2.870543349	3.802749649	3.460539879	2.434096472	3.101821268	2.073605195	2.462968095	2.302706758	3.420237499	1.784701631	2.814085735	1.56071	1.070566187	3.148838095	2.06428	1.714876476	1.139866176	0.9258	1.645799879	1.834046472	0.72515907	1.802796266	2.105568095	0.0	2.304784234	1.29090314	2.906733971	0.0	1.93714	2.53186907	0.36842
IGFBPL1	2.062513173	1.501728426	0.300217227	2.593938688	0.234700672	3.451386476	3.209113348	2.466510593	1.197804707	1.798753971	2.967681435	5.326928377	4.897083173	4.385149649	3.545771684	3.037215735	2.353031268	4.448343173	4.048215254	1.749899203	4.499000323	2.541724707	2.501096346	6.31931619	2.144923173	0.621234571	3.519038852	2.441141188	3.605983173	2.993741268	0.690038688	2.868092824	3.006946266	3.955301733	2.297786999	1.958551268	1.8362	3.46602	4.569374707	4.601878767	4.47189907	5.423443689	2.308263348	5.656837338	1.943369879	2.291228767	5.926423173	4.951464185	4.503088095	6.775853349	6.569719649	4.270459879	5.605336472	2.877321268	3.433925195	4.423138095	3.224456758	3.464107499	1.860301631	3.492615735	3.02573	0.377396187	4.642528095	2.6582	0.976526476	0.558336176	2.21822	2.657469879	1.434906472	0.76034907	1.985606266	3.666008095	2.07996	2.405224234	2.88033314	5.866933971	1.440072824	4.59254	4.49805907	1.38882
VCAN	5.094873173	4.002768426	4.628237227	4.124708688	3.587910672	4.340756476	4.409813348	3.648830593	4.223624707	5.328233971	4.651391435	4.809138377	5.735793173	4.817909649	3.991351684	5.759535735	5.105511268	5.236653173	4.911625254	4.296999203	4.329880323	4.636194707	5.479076346	9.27767619	4.917623173	4.702624571	5.577938852	5.541241188	5.282893173	5.238991268	3.856068688	5.193732824	5.256726266	4.790561733	4.239716999	4.010491268	4.54166	4.06933	4.892904707	4.677898767	5.42721907	5.514173689	4.501433348	5.957657338	5.124559879	4.972118767	4.718423173	4.507534185	4.669908095	5.076253349	5.072359649	5.156139879	5.780246472	5.814181268	5.231235195	4.776318095	4.749766758	4.973977499	4.619851631	5.233445735	4.85233	4.197216187	4.906078095	4.80773	4.305656476	4.217346176	4.25824	5.032069879	5.804806472	4.53186907	5.041026266	4.550518095	4.25553	4.735824234	4.96696314	6.021093971	5.017932824	3.9099	4.98760907	4.7726
FBP1	1.071023173	3.140928426	0.219867227	2.079898688	3.462800672	3.749306476	2.561063348	2.603220593	3.680344707	0.814863971	6.617271435	4.768498377	4.073043173	1.977879649	3.506631684	3.286865735	1.734911268	4.799453173	1.614015254	3.772259203	5.398460323	2.981994707	0.0	5.18640619	2.184863173	0.766964571	2.225338852	1.837601188	0.0	2.309781268	0.593068688	3.007872824	0.0	4.183301733	3.074216999	3.241651268	0.04805	2.9973	2.944974707	0.534788767	1.79736907	3.484723689	0.0	2.083817338	0.717659879	0.0	2.358483173	4.883884185	3.666708095	3.051883349	5.210839649	4.703549879	1.330656472	5.043321268	1.611165195	1.606078095	1.677386758	3.580367499	2.935201631	4.064455735	1.69796	3.153026187	3.387738095	0.29163	3.586006476	2.946196176	0.55452	2.130389879	1.652106472	3.11377907	3.234296266	3.422108095	1.96535	3.300754234	1.34910314	2.359453971	1.288712824	1.19748	2.18728907	0.05407
TSHB	0.548663173	0.123938426	-0.052462773	-0.032091312	1.062830672	0.628136476	0.228703348	0.036930593	0.399804707	0.499223971	0.998921435	0.0	1.653083173	0.0	-0.194318316	1.085225735	1.216171268	1.183953173	0.0	0.377989203	0.239060323	0.451324707	1.503886346	0.0	0.575713173	0.0	1.193438852	1.703011188	0.0	1.127811268	0.202318688	0.989402824	0.0	0.775271733	0.0	-0.155498732	0.0	0.37439	0.525014707	0.310958767	1.62154907	1.759143689	0.0	1.332987338	0.709979879	0.272748767	0.962513173	0.431884185	0.979028095	0.969483349	0.547879649	1.119199879	1.152936472	2.039621268	0.817195195	0.659118095	0.565766758	1.003117499	1.004401631	1.275185735	0.32079	0.705286187	0.696298095	0.0	0.344446476	-0.164183824	0.49133	1.007169879	1.299196472	0.83418907	0.958776266	0.467538095	0.23779	0.398934234	0.79203314	1.763893971	0.814482824	0.24839	0.85914907	0.70415
BAG6	1.728333173	0.146428426	0.034827227	1.458818688	0.219400672	0.898356476	1.915823348	0.102310593	2.407594707	1.263653971	3.871321435	2.885418377	3.471833173	2.449059649	0.688491684	2.776565735	1.277391268	4.162003173	1.013175254	2.350799203	0.533730323	0.444454707	2.041686346	4.74005619	1.297673173	0.0	3.120658852	2.867071188	0.0	2.496741268	-0.018971312	3.546052824	0.0	3.099851733	1.750286999	1.762421268	0.08215	1.72747	0.051724707	0.0	2.38754907	3.021023689	0.0	3.089777338	0.0	0.0	1.866703173	3.195184185	2.923828095	2.416193349	2.984809649	2.844139879	1.898166472	3.367921268	2.004315195	1.621848095	1.041506758	3.312067499	2.035781631	3.605115735	1.71804	0.732986187	2.853608095	0.71951	0.661256476	0.426226176	0.53158	1.120709879	2.555956472	0.64206907	2.360166266	1.025728095	0.06543	1.250784234	2.31608314	3.166443971	0.0	0.9893	3.07419907	1.18456
NECTIN2	3.381533173	2.706128426	1.550827227	3.146268688	2.902480672	3.773726476	3.854463348	2.969370593	4.243654707	3.469013971	5.789211435	4.370898377	5.626123173	3.902559649	2.932821684	4.193485735	1.967671268	5.230793173	3.420305254	3.420679203	2.408090323	2.404554707	3.288466346	7.09045619	3.441943173	2.311724571	4.364058852	4.315891188	1.916923173	3.388721268	2.724018688	4.370372824	1.940876266	4.760511733	3.047286999	3.288571268	1.71166	4.0597	1.275344707	1.255198767	3.95464907	4.208623689	2.403543348	4.634287338	2.653769879	1.312228767	4.419943173	4.987014185	4.865698095	4.138843349	4.507489649	4.846539879	3.754496472	5.476251268	3.418455195	3.485328095	3.575066758	4.621107499	4.200291631	4.852525735	3.27468	2.914746187	3.918008095	2.63359	1.366066476	1.318506176	1.36174	3.387459879	3.566636472	2.17227907	3.549446266	3.397368095	0.65161	3.957754234	3.07839314	4.175603971	1.090782824	3.04845	3.32578907	3.24556
USP8	1.409393173	0.113968426	-0.009202773	0.727478688	0.349350672	0.892416476	1.173753348	0.269160593	1.845734707	0.958573971	2.649491435	2.754988377	2.927643173	2.011379649	0.526411684	2.222295735	1.108471268	3.175763173	0.829335254	1.126569203	0.327960323	0.166814707	1.890156346	0.0	0.941743173	0.0	2.571078852	1.520081188	0.589463173	2.142931268	0.172098688	3.110782824	0.982146266	2.373451733	1.199706999	0.473761268	0.31141	1.37443	0.653734707	0.305878767	1.72900907	2.564943689	0.298083348	2.276037338	0.791819879	0.0	1.602813173	2.848184185	2.152998095	2.423953349	3.281709649	2.864969879	1.934826472	2.605981268	1.547555195	1.191098095	0.760256758	2.846757499	1.380881631	2.260805735	1.50864	0.537036187	2.498768095	0.70318	0.451706476	0.0	0.45286	0.889679879	1.580026472	0.63607907	1.489426266	0.810318095	0.0	0.821054234	1.18067314	2.746953971	0.489822824	0.93791	2.63164907	0.42549
SDC4	1.837693173	1.244898426	0.949147227	1.345168688	0.563620672	2.413276476	1.550323348	1.529410593	1.370884707	1.716733971	2.746761435	3.172198377	3.567833173	3.261009649	2.087741684	2.347475735	1.460601268	3.844763173	3.045385254	1.231199203	2.166190323	2.011524707	1.973886346	5.70526619	1.847803173	1.168384571	2.282898852	2.229171188	1.717953173	2.321901268	1.567328688	2.528352824	1.849196266	3.253601733	3.617096999	2.613081268	1.32991	1.98018	2.440814707	1.819368767	2.48603907	3.095293689	1.229413348	3.340477338	1.346229879	0.918418767	3.101763173	2.808744185	2.611318095	3.283443349	3.137809649	2.708589879	3.151056472	3.573941268	2.015725195	2.859108095	1.846856758	2.655467499	3.010451631	2.328425735	1.44361	1.395826187	2.782578095	2.37805	0.801646476	0.641536176	1.21813	2.189019879	2.278756472	1.12408907	2.548076266	2.073888095	0.63268	2.242434234	2.20914314	3.207353971	0.851282824	2.1559	2.68082907	1.86729
PAG1	0.0	0.584788426	0.0	0.348968688	0.632130672	1.468546476	0.829033348	1.139330593	1.334244707	0.491753971	2.096601435	1.612248377	2.039153173	1.543959649	1.353941684	2.022455735	0.0	3.036543173	1.042015254	0.873179203	1.346550323	0.829744707	0.0	0.0	1.190373173	0.0	1.869828852	0.0	0.0	1.173121268	0.615118688	2.733382824	0.786666266	2.216881733	0.972226999	0.949301268	0.0	0.68104	1.095394707	0.0	1.71025907	2.125713689	0.431783348	1.759657338	0.953579879	0.0	1.131713173	2.248594185	1.995258095	1.939713349	1.512039649	2.069089879	1.291126472	2.161531268	0.0	1.045818095	1.491466758	2.006057499	0.764891631	2.107435735	0.92986	0.959336187	1.605868095	0.43611	1.006016476	0.542546176	0.41725	1.113669879	0.0	0.63936907	1.098726266	0.949528095	0.0	1.662354234	0.0	1.913773971	0.573392824	0.39123	1.20431907	0.53168
